1;fr;Quel objet tient-on en main pour jouer au tennis, que ce soit en simple ou en double ?;Raquette;Perche;Batte;Crosse;Débutant;Les premières raquettes furent utilisées vers 1505 pour éviter aux nobles qui jouaient au jeu de paume de se blesser les mains.;https://fr.wikipedia.org/wiki/Raquette_(sport)
103;es;¿Cuál es la cancha de tenis más grande del estadio Roland-Garros ?;Philippe-Chartier;Numero 1;Suzanne-Lenglen;La torreta;Confirmado;Philippe Chartier estaba al frente de la Federación Francesa de Tenis y de la Federación Internacional de Tenis.;
104;es;En los cuatro torneos de Grand Slam, cada ronda se juega en cuántos sets ganadores ?;Tres;Dos;Cuatro;Cinco;Confirmado;Lograr el Grand Slam en tenis es ganar, el mismo año, los cuatro torneos principales del circuito internacional.;https://es.wikipedia.org/wiki/Grand_Slam_(tenis)
105;es;Para los hombres, ¿quién es el ganador más joven del torneo de Roland Garros ?;Michael Chang;Jim Courier;Thomas Muster;Boris Becker;Confirmado;El mejor ranking ATP de Michael Chang en individuales fue el segundo del mundo el 9 de septiembre de 1996.;https://es.wikipedia.org/wiki/Michael_Chang
106;es;En tenis, ¿cuál es el puntaje del juego cuando el servidor anota 3 puntos y el receptor 2 ?;40-30;30-40;3-2;2-3;Confirmado;Las puntuaciones posibles para ganar un set son: 6/0, 6/1, 6/2, 6/3, 6/4 y 7/5.;https://es.wikipedia.org/wiki/Tenis
107;es;¿Cuál de estos jugadores de tenis se ha naturalizado en América desde 1992 ?;Ivan Lendl;Boris Becker;John McEnroe;Pete Sampras;Confirmado;Lendl ha marcado la historia del tenis por su juego de base, más ofensivo que los de sus predecesores.;https://es.wikipedia.org/wiki/Ivan_Lendl
108;es;¿Quién se convirtió a los 19 años en el ganador más joven del torneo US Open ?;Pete Sampras;Andre Agassi;Boris Becker;Roger Federer;Confirmado;Pete Sampras es el único jugador de la era Open que ha completado seis temporadas en el ranking mundial.;https://es.wikipedia.org/wiki/Pete_Sampras
109;es;¿Qué dolor de codo es común entre los tenistas ?;Codo de tenista;Sombra de tenis;Longbow Tennis;Middow de tenis;Confirmado;Según la literatura científica, los síntomas durarían en promedio de 6 meses a 2 años y recurrirían en el 26% de los casos.;https://es.wikipedia.org/wiki/Epicondilitis
110;es;En su centro, la red de tenis debe tener una altura mínima de cuántos centímetros ?;91 cm;101 cm;111 cm;121 cm;Confirmado;La red debe ser de color oscuro y la tira de red blanca con un tamaño de 10 a 13 cm.;https://es.wikipedia.org/wiki/Tenis
111;es;¿Quién fue el primer número uno a nivel mundial cuando creó el ranking ATP ?;Ilie Nastase;Jimmy Connors;Björn Borg;Adriano Panatta;Experto;En la cancha, Ilie Nastase no dudó en divertir al público o atacar verbalmente al árbitro.;https://es.wikipedia.org/wiki/Ilie_Nastase
112;es;¿Quién tiene el récord de 48 raquetas rotas en un partido de tenis ?;Marat Safin;John McEnroe;Lleyton Hewit;Tommy Haas;Experto;Marat Safin es el único jugador ruso con Ievgueni Kafelnikov que ha ganado un torneo de Grand Slam.;https://es.wikipedia.org/wiki/Marat_Safin
113;es;¿De qué enfermedad sufrió Gabriela Sabatini durante su carrera como tenista ?;Anemia;Anorexia;Aplasia;Osteoartritis;Experto;Extremadamente temprano, Gabriela Sabatini ganó un total de 27 títulos individuales, incluyendo un título de Grand Slam.;https://es.wikipedia.org/wiki/Gabriela_Sabatini
114;es;¿Qué tenista sudafricano era la bestia negra de Steffi Graf ?;Amanda Coetzer;Monica seles;Cristo Evert;Gabriela sabatini;Experto;En 1995, en el Abierto de Canadá, Amanda Coetzer eliminó a tres de los cinco mejores jugadores: Steffi Graf, Jana Novotna y Mary Pierce.;https://es.wikipedia.org/wiki/Amanda_Coetzer
115;es;¿Quién es el último jugador en vencer a Justine Henin en un torneo oficial ?;Kuznetsova;Dementieva;Safina;Jankovic;Experto;A pesar de una relativa desventaja de tamaño y peso, Justine Henin fue una de las jugadoras dominantes de los años 2003 a 2008.;https://es.wikipedia.org/wiki/Justine_Henin
116;es;¿En qué año se creó Wimbledon, el torneo de tenis más antiguo del mundo ?;1877;1897;1887;1867;Experto;El torneo de Wimbledon es desde sus comienzos organizado por el All England Lawn Tennis and Croquet Club, un club deportivo inglés.;https://es.wikipedia.org/wiki/Campeonato_de_Wimbledon
117;es;¿Qué ex jugador de tenis fue apodado el Terrible ?;Ivan Lendl;John McEnroe;Pete Sampras;Boris Becker;Experto;El público, especialmente el francés, apoyó al pequeño Ivan Lendl, y le reprochó en el lado hostil.;https://es.wikipedia.org/wiki/Ivan_Lendl
118;es;¿Qué tenista ganó 64 títulos de Grand Slam ?;Corte de margarita;Steffi Graf;Justine Henin;Cristo Evert;Experto;Margaret Court se embarcó en una carrera política local en Australia Occidental.;https://es.wikipedia.org/wiki/Margaret_Court
119;es;¿Con qué marca de raqueta juega Roger Federer, profesional desde 1998 ?;Wilson;Lacoste;Babolat;Cabeza;Experto;Federer jugó en 2012 con la raqueta Wilson Pro Staff Six.One, caracterizada por su pequeña superficie llamativa.;https://es.wikipedia.org/wiki/Roger_Federer
120;es;¿Qué jugador de tenis ha provocado involuntariamente la muerte de un árbitro por una de sus pelotas ?;Stephan Edberg;Mats Wilander;Jimmy Connors;John McEnroe;Experto;Stephan Edberg es, junto a John McEnroe, uno de los dos jugadores en ser el número uno en individuales y en individuales masculinos.;https://es.wikipedia.org/wiki/Stefan_Edberg
121;it;Quale oggetto è in mano per giocare a tennis, single o doppio ?;Una racchetta;Un palo;Un pipistrello;Lacrosse;Newbie;Le prime racchette furono usate intorno al 1505 per impedire ai nobili che giocavano il gioco del palmo di ferirsi le mani.;https://it.wikipedia.org/wiki/Racchetta
122;it;Qual è la nazionalità di Roger Federer, uno dei più grandi giocatori di tennis di tutti i tempi ?;Svizzera;Belga;Francese;Tedesco;Newbie;Roger Federer è l'unico giocatore nella storia del tennis ad avere vinto cinque tornei del Grande Slam di fila.;https://it.wikipedia.org/wiki/Roger_Federer
123;it;Nel tennis, quale potente prodezza sembra finire il punto ?;Smash;Servizio;Sollevare;Reverse;Newbie;Nel tennis, un giocatore effettua uno scontro dopo che il suo avversario gli ha offerto un pallonetto offensivo o difensivo.;
124;it;Quale tennista francese possiamo vedere in una pubblicità di Kinder Bueno ?;Jo-Wilfried Tsonga;Yannick Noah;Gilles Simon;Gaël Monfils;Newbie;Il più alto punteggio nella classifica ATP di Jo-Wilfried Tsonga è un quinto posto, raggiunto a febbraio 2012.;https://it.wikipedia.org/wiki/Jo-Wilfried_Tsonga
125;it;Nel tennis, quando una palla rimbalza fuori dal campo, si dice che sia ...;Fuori;Nullo;Falso;Bianca;Newbie;Quando la palla cade nella rete, sul lato del giocatore che colpisce la palla, il punto viene assegnato anche all'avversario.;https://it.wikipedia.org/wiki/Tennis
126;it;Come stanno le sorelle Williams, i giocatori di tennis americani professionisti ?;Venere e Serena;Martina e Kimi;Sarah e Sabrina;Monica e Steffi;Newbie;Venus e Serena Williams sono stati entrambi istruiti dal padre, Richard Williams.;https://it.wikipedia.org/wiki/Sorelle_Williams
127;it;Qual è il colore della palla usata nel tennis ?;Giallo;Rosso;Verde;Blu;Newbie;Rivestiti di feltro, le palle devono essere gialle o bianche nelle competizioni ufficiali.;https://it.wikipedia.org/wiki/Tennis
128;it;Nel tennis, quando si gioca in doppio, quale area del campo viene aggiunta ?;I corridoi;I quadrati;Le linee;I fondi;Newbie;Per la partita di doppio, vengono aggiunte due corsie di 1,37 metri, aumentando così la larghezza del campo a 10,97 metri.;https://it.wikipedia.org/wiki/Tennis
129;it;Dov'è l'arbitro principale in una partita di tennis ?;Su una sedia;In una scatola;Dietro i giocatori;Di fronte al pubblico;Newbie;Il giudice di linea controlla il corretto svolgimento del gioco, l'applicazione delle regole e il codice di buona condotta.;https://it.wikipedia.org/wiki/Arbitro_sportivo
130;it;Qual è la prima azione intrapresa all'inizio di una partita di tennis ?;Servizio;Smash;Rubato;Sollevare;Newbie;Il servizio deve essere barrato diagonalmente in modo che la palla cada nel quadrato di servizio.;https://it.wikipedia.org/wiki/Tennis
131;it;Quale di questi tennisti professionisti è il più anziano ?;Andre Agassi;Marat Safin;Rafael Nadal;Roger Federer;Confermato;Andre Agassi ha vinto 60 titoli di singolare nell'ATP Tour, inclusi 8 tornei del Grande Slam.;https://it.wikipedia.org/wiki/Andre_Agassi
132;it;In quale anno Rafael Nadal ha vinto il suo primo Grand Slam ?;2005;2004;2003;2002;Confermato;Rafael Nadal è considerato da molti specialisti come il miglior giocatore di argilla nella storia del tennis.;https://it.wikipedia.org/wiki/Rafael_Nadal
133;it;Qual è il più grande campo da tennis dello stadio Roland-Garros ?;Philippe-Chartier;Numero 1;Suzanne-Lenglen;La torretta;Confermato;Philippe Chartier era a capo della Federazione francese di tennis e della Federazione internazionale di tennis.;
134;it;In tutti e quattro i tornei del Grande Slam, ogni turno viene giocato in quanti set vincenti ?;Tre;Due;Quattro;Cinque;Confermato;Per raggiungere il Grande Slam nel tennis è quello di vincere, lo stesso anno, i quattro maggiori tornei del circuito internazionale.;https://it.wikipedia.org/wiki/Grande_Slam_(tennis)
135;it;Per gli uomini, chi è il più giovane vincitore del torneo Roland Garros ?;Michael Chang;Jim Courier;Thomas Muster;Boris Becker;Confermato;La migliore classifica ATP di Michael Chang nei singoli è stata la seconda al mondo il 9 settembre 1996.;https://it.wikipedia.org/wiki/Michael_Chang
136;it;Nel tennis, qual è il punteggio del gioco quando il server ottiene 3 punti e il ricevitore 2 ?;40-30;30-40;3-2;2-3;Confermato;I punteggi possibili per vincere un set sono: 6/0, 6/1, 6/2, 6/3, 6/4 e 7/5.;https://it.wikipedia.org/wiki/Tennis
137;it;Quale di questi tennisti è stato naturalizzato in America dal 1992 ?;Ivan Lendl;Boris Becker;John McEnroe;Pete Sampras;Confermato;Lendl ha segnato la storia del tennis con il suo gioco di base, più offensivo di quelli dei suoi predecessori.;https://it.wikipedia.org/wiki/Ivan_Lendl
138;it;Chi è diventato a 19 il più giovane vincitore del torneo US Open ?;Pete Sampras;Andre Agassi;Boris Becker;Roger Federer;Confermato;Pete Sampras è l'unico giocatore dell'era Open ad aver completato sei stagioni nelle classifiche mondiali.;https://it.wikipedia.org/wiki/Pete_Sampras
139;it;Che dolore al gomito è comune tra i giocatori di tennis ?;Gomito del tennista;Ombra del tennis;Tennis con arco lungo;Tennis centrocampo;Confermato;Secondo la letteratura scientifica, i sintomi sarebbero durati in media da 6 mesi a 2 anni e si ripresenterebbero nel 26% dei casi.;https://it.wikipedia.org/wiki/Epicondilite
140;it;Nel suo centro, la rete da tennis deve avere un'altezza minima di quanti centimetri ?;91 cm;101 cm;111 cm;121 cm;Confermato;La rete dovrebbe essere di colore scuro e la striscia di rete bianca con una dimensione da 10 a 13 cm.;https://it.wikipedia.org/wiki/Tennis
141;it;Chi è stato il primo numero uno al mondo nel creare il ranking ATP ?;Ilie Nastase;Jimmy Connors;Björn Borg;Adriano Panatta;Expert;Sul campo, Ilie Nastase non ha esitato a divertire il pubblico o ad attaccare verbalmente l'arbitro.;https://it.wikipedia.org/wiki/Ilie_Nastase
142;it;Chi detiene il record di 48 racchette spezzate in una partita di tennis ?;Marat Safin;John McEnroe;Lleyton Hewit;Tommy Haas;Expert;Marat Safin è l'unico giocatore russo con Ievgueni Kafelnikov ad aver vinto un torneo del Grande Slam.;https://it.wikipedia.org/wiki/Marat_Safin
143;it;Di quale malattia ha sofferto Gabriela Sabatini durante la sua carriera da tennista ?;Anemia;Anoressia;Aplasia;Osteoartrite;Expert;Estremamente precoce, Gabriela Sabatini ha vinto un totale di 27 titoli tra cui un titolo del Grande Slam.;https://it.wikipedia.org/wiki/Gabriela_Sabatini
144;it;Quale tennista sudafricana era la bestia nera di Steffi Graf ?;Amanda Coetzer;Monica Seles;Cristo Evert;Gabriela Sabatini;Expert;Nel 1995 al Canada Open, Amanda Coetzer ha eliminato tre primi cinque giocatori: Steffi Graf, Jana Novotna e Mary Pierce.;https://it.wikipedia.org/wiki/Amanda_Coetzer
145;it;Chi è l'ultimo giocatore a battere Justine Henin in un torneo ufficiale ?;Kuznetsova;Dementieva;Safina;Jankovic;Expert;Nonostante un relativo handicap di dimensioni e peso, Justine Henin è stata una delle protagoniste degli anni dal 2003 al 2008.;https://it.wikipedia.org/wiki/Justine_Henin
146;it;In quale anno era Wimbledon, il più antico torneo di tennis del mondo creato ?;1877;1897;1887;1867;Expert;Il torneo di Wimbledon è sin dai suoi inizi organizzato da All England Lawn Tennis e Croquet Club, un club sportivo inglese.;https://it.wikipedia.org/wiki/Torneo_di_Wimbledon
147;it;Quale ex tennista è stato soprannominato il Terribile ?;Ivan Lendl;John McEnroe;Pete Sampras;Boris Becker;Expert;Il pubblico, in particolare il francese, sosteneva il piccolo Ivan Lendl, rimproverandolo ostile.;https://it.wikipedia.org/wiki/Ivan_Lendl
148;it;Quale tennista ha vinto 64 titoli del Grande Slam ?;Margaret Court;Steffi Graf;Justine Henin;Cristo Evert;Expert;Margaret Court ha quindi intrapreso una carriera politica locale nell'Australia occidentale.;https://it.wikipedia.org/wiki/Margaret_Smith_Court
149;it;Con quale marca di racchetta gioca Roger Federer, professionista dal 1998 ?;Wilson;Lacoste;Babolat;Testa;Expert;Federer ha giocato nel 2012 con la racchetta Wilson Pro Staff Six.One, caratterizzata dalla sua piccola superficie sorprendente.;https://it.wikipedia.org/wiki/Roger_Federer
150;it;Quale tennista ha involontariamente causato la morte di un arbitro da una delle sue palle ?;Stephan Edberg;Mats Wilander;Jimmy Connors;John McEnroe;Expert;Stephan Edberg è con John McEnroe uno dei soli due giocatori ad essere il numero uno in singolare e singolo maschile.;https://it.wikipedia.org/wiki/Stefan_Edberg
151;nl;Met welk voorwerp speel je tennis, singles of doubles ?;Een racket;Een paal;Een knuppel;Lacrosse;Newbie;De eerste rackets werden rond 1505 gebruikt om te voorkomen dat de edelen die het spel van de palm speelden, hun handen bezeerden.;https://nl.wikipedia.org/wiki/Racket
152;nl;Wat is de nationaliteit van Roger Federer, een van de beste tennissers aller tijden ?;Zwitserland;Belgisch;Frans;Duits;Newbie;Roger Federer is de enige speler in de tennisgeschiedenis die vijf Grand Slam-toernooien op rij heeft gewonnen.;https://nl.wikipedia.org/wiki/Roger_Federer
153;nl;Wat voor tennis ziet er in tennis eruit om het punt af te maken ?;Smash;Service;Lift;Achteruit;Newbie;Bij tennis maakt een speler een slag nadat zijn tegenstander hem een aanvallende of verdedigende lob heeft aangeboden.;https://nl.wikipedia.org/wiki/Smash (term)
154;nl;Welke Franse tennisser zien we in een advertentie van Kinder Bueno ?;Jo-Wilfried Tsonga;Yannick Noah;Gilles Simon;Gaël Monfils;Newbie;De hoogste rang in de ATP-ranglijst van Jo-Wilfried Tsonga is een vijfde wereld, bereikt in februari 2012.;https://nl.wikipedia.org/wiki/Jo-Wilfried_Tsonga
155;nl;In tennis, wanneer een bal van het veld afwaait, wordt gezegd dat het ...;Uit;Nietig;Vals;Wit;Newbie;Wanneer de bal in het net valt, aan de kant van de speler die de bal sloeg, wordt het punt ook toegekend aan de tegenstander.;https://nl.wikipedia.org/wiki/Tennis
156;nl;Hoe zijn Williams-zussen, professionele Amerikaanse tennisspelers ?;Venus en Serena;Martina en Kimi;Sarah en Sabrina;Monica en Steffi;Newbie;Venus en Serena Williams zijn beiden gecoacht door hun vader, Richard Williams.;
157;nl;Welke kleur heeft de bal bij tennis ?;Geel;Rood;Groen;Blauw;Newbie;Bekleed met vilt, ballen moeten geel of wit zijn in officiële wedstrijden.;https://nl.wikipedia.org/wiki/Tennis
158;nl;In tennis, bij dubbelspel, welk gebied van het veld wordt toegevoegd ?;De gangen;De vierkanten;De lijnen;Het geld;Newbie;Voor het dubbelspel worden twee banen van 1,37 meter toegevoegd, waardoor de breedte van de baan wordt verhoogd tot 10,97 meter.;https://nl.wikipedia.org/wiki/Tennis
159;nl;Waar is de hoofdscheidsrechter in een tenniswedstrijd ?;Op een stoel;In een doos;Achter de spelers;Voor het publiek;Newbie;De lijnrechter waakt over de goede werking van het spel, de toepassing van de regels en de code van goed gedrag.;https://nl.wikipedia.org/wiki/Scheidsrechter
160;nl;Wat is de eerste actie aan het begin van een tenniswedstrijd ?;Service;Smash;Gestolen;Lift;Newbie;De service moet diagonaal worden geschoten, zodat de bal op het servicevierkant valt.;https://nl.wikipedia.org/wiki/Tennis
161;nl;Welke van deze professionele tennisspelers is het meest oud ?;Andre Agassi;Marat Safin;Rafael Nadal;Roger Federer;Bevestigd;Andre Agassi heeft 60 singles-titels gewonnen in de ATP Tour, waaronder 8 Grand Slam-toernooien.;https://nl.wikipedia.org/wiki/Andre_Agassi
162;nl;In welk jaar won Rafael Nadal zijn eerste Grand Slam ?;2005;2004;2003;2002;Bevestigd;Rafael Nadal wordt door veel specialisten beschouwd als de beste kleiperspeler in de tennisgeschiedenis.;https://nl.wikipedia.org/wiki/Rafael_Nadal
163;nl;Wat is de grootste tennisbaan van het Roland-Garros-stadion ?;Philippe-Chartier;Nummer 1;Suzanne-Lenglen;The Turret;Bevestigd;Philippe Chartier stond aan het hoofd van de Franse tennisfederatie en de internationale tennisfederatie.;
164;nl;In alle vier Grand Slam-toernooien wordt elke ronde gespeeld in hoeveel winnende sets ?;Drie;Twee;Vier;Vijf;Bevestigd;Om de Grand Slam in tennis te behalen, moet je in hetzelfde jaar de vier grote toernooien van het internationale circuit winnen.;https://nl.wikipedia.org/wiki/Grandslamtoernooi
165;nl;Voor mannen, wie is de jongste winnaar van het Roland Garros-toernooi ?;Michael Chang;Jim Courier;Thomas Muster;Boris Becker;Bevestigd;De beste ATP-ranking van Michael Chang in singles was tweede op de wereld op 9 september 1996.;https://nl.wikipedia.org/wiki/Michael_Chang
166;nl;Wat is in tennis de score van het spel wanneer de server 3 punten scoort en de ontvanger 2 ?;40-30;30-40;3-2;2-3;Bevestigd;De mogelijke scores om een set te winnen zijn: 6/0, 6/1, 6/2, 6/3, 6/4 en 7/5.;https://nl.wikipedia.org/wiki/Tennis
167;nl;Welke van deze tennissers is sinds 1992 genaturaliseerd in Amerika ?;Ivan Lendl;Boris Becker;John McEnroe;Pete Sampras;Bevestigd;Lendl heeft de geschiedenis van tennis gemarkeerd door zijn basisspel, meer beledigend dan die van zijn voorgangers.;https://nl.wikipedia.org/wiki/Ivan_Lendl
168;nl;Wie werd 19 jaar de jongste winnaar van het US Open-toernooi ?;Pete Sampras;Andre Agassi;Boris Becker;Roger Federer;Bevestigd;Pete Sampras is de enige speler van het Open-tijdperk die zes seizoenen op de wereldranglijst heeft voltooid.;https://nl.wikipedia.org/wiki/Pete_Sampras
169;nl;Welke elleboogpijn is bij tennisers gebruikelijk ?;Tenniselleboog;Tennis schaduw;Longbow Tennis;Tennis tussow;Bevestigd;Volgens de wetenschappelijke literatuur zouden de symptomen gemiddeld 6 maanden tot 2 jaar duren en in 26% van de gevallen terugkeren.;https://nl.wikipedia.org/wiki/Epicondylitis_lateralis
170;nl;In het midden moet het tennisnet een minimale hoogte van hoeveel centimeters hebben ?;91 cm;101 cm;111 cm;121 cm;Bevestigd;Het net moet donker van kleur zijn en de strook net wit met een grootte van 10 tot 13 cm.;https://nl.wikipedia.org/wiki/Tennis
171;nl;Wie was de eerste nummer één van de wereld toen hij de ATP-ranglijst maakte ?;Ilie Nastase;Jimmy Connors;Björn Borg;Adriano Panatta;Expert;Op het veld aarzelde Ilie Nastase niet om het publiek te amuseren of de scheidsrechter verbaal aan te vallen.;https://nl.wikipedia.org/wiki/Ilie_Nastase
172;nl;Wie houdt het record voor 48 kapotte rackets in een tenniswedstrijd ?;Marat Safin;John McEnroe;Lleyton Hewit;Tommy Haas;Expert;Marat Safin is de enige Russische speler met Ievgueni Kafelnikov die een Grand Slam-toernooi heeft gewonnen.;https://nl.wikipedia.org/wiki/Marat_Safin
173;nl;Welke ziekte had Gabriela Sabatini tijdens haar carrière als tennisser ?;Bloedarmoede;Anorexia;Aplasia;Artrose;Expert;Extreem vroeg won Gabriela Sabatini in totaal 27 singles-titels waaronder een Grand Slam-titel.;https://nl.wikipedia.org/wiki/Gabriela_Sabatini
174;nl;Welke Zuid-Afrikaanse tennisser was het zwarte beest van Steffi Graf ?;Amanda Coetzer;Monica Seles;Christus Evert;Gabriela Sabatini;Expert;In 1995 bij de Canada Open elimineerde Amanda Coetzer drie top vijf spelers: Steffi Graf, Jana Novotna en Mary Pierce.;https://nl.wikipedia.org/wiki/Amanda_Coetzer
175;nl;Wie is de laatste speler die Justine Henin verslaat in een officieel toernooi ?;Kuznetsova;Dementieva;Safina;Jankovic;Expert;Ondanks een relatieve handicap van grootte en gewicht, was Justine Henin een van de dominante spelers van de jaren 2003 tot 2008.;https://nl.wikipedia.org/wiki/Justine_Henin
176;nl;In welk jaar was Wimbledon het oudste tennistoernooi ter wereld ?;1877;1897;1887;1867;Expert;Het Wimbledon-toernooi wordt sinds het begin georganiseerd door de All England Lawn Tennis en Croquet Club, een Engelse sportclub.;https://nl.wikipedia.org/wiki/Wimbledon_(tennistoernooi)
177;nl;Welke voormalige tennisser heette de Terrible ?;Ivan Lendl;John McEnroe;Pete Sampras;Boris Becker;Expert;Het publiek, met name het Frans, steunde de kleine Ivan Lendl, die hem aan de zijkant onvriendelijk beschuldigde.;https://nl.wikipedia.org/wiki/Ivan_Lendl
178;nl;Welke tennisser heeft 64 Grand Slam-titels gewonnen ?;Margaret Court;Steffi Graf;Justine Henin;Christus Evert;Expert;Margaret Court begon toen aan een lokale politieke carrière in West-Australië.;https://nl.wikipedia.org/wiki/Margaret_Smith-Court
179;nl;Met welk merk racket speelt Roger Federer, professioneel sinds 1998 ?;Wilson;Lacoste;Babolat;Hoofd;Expert;Federer speelde in 2012 met het Wilson Pro Staff Six. One racket, gekenmerkt door zijn kleine slagvlak.;https://nl.wikipedia.org/wiki/Roger_Federer
180;nl;Welke tennisser heeft onbedoeld de dood van een scheidsrechter veroorzaakt door een van zijn ballen ?;Stephan Edberg;Mats Wilander;Jimmy Connors;John McEnroe;Expert;Stephan Edberg is met John McEnroe een van de slechts twee spelers die nummer één zijn in singles en heren singles.;https://nl.wikipedia.org/wiki/Stefan_Edberg
